"ƒ´∏ﬁ∂Û π¯»£","¡÷º“","ªÛºº º≥∏Ì","√¯¡§ Ω√¿€ Ω√∞£","√¯¡§ ¡æ∑· Ω√∞£","ƒ´∏ﬁ∂Û ≈Î∞˙ ¿Œø¯ (IN)","ƒ´∏ﬁ∂Û ≈Î∞˙ ¿Œø¯ (OUT)","µ•¿Ã≈Õ¿‘∑¬Ω√∞£"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 07:04:41","2015-10-27 07:14:41","118","12","2015-10-27 07:14:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 07:14:41","2015-10-27 07:24:41","2","6","2015-10-27 07:24:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 07:14:41","2015-10-27 07:24:41","135","20","2015-10-27 07:24:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 07:14:41","2015-10-27 07:24:41","72","40","2015-10-27 07:24:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 07:14:41","2015-10-27 07:24:41","13","17","2015-10-27 07:24:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 07:24:41","2015-10-27 07:34:41","93","54","2015-10-27 07:34:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 07:24:41","2015-10-27 07:34:41","227","24","2015-10-27 07:34:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 07:24:41","2015-10-27 07:34:41","11","13","2015-10-27 07:34:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 07:24:41","2015-10-27 07:34:41","12","21","2015-10-27 07:34:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 07:34:41","2015-10-27 07:44:41","294","31","2015-10-27 07:44:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 07:34:41","2015-10-27 07:44:41","15","28","2015-10-27 07:44:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 07:34:41","2015-10-27 07:44:41","7","35","2015-10-27 07:44:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 07:34:41","2015-10-27 07:44:41","280","33","2015-10-27 07:44:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 07:44:41","2015-10-27 07:54:41","4","16","2015-10-27 07:54:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 07:44:41","2015-10-27 07:54:41","214","26","2015-10-27 07:54:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 07:44:41","2015-10-27 07:54:41","371","60","2015-10-27 07:54:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 07:44:41","2015-10-27 07:54:41","12","23","2015-10-27 07:54:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 07:54:41","2015-10-27 08:04:41","98","19","2015-10-27 08:04:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 07:54:41","2015-10-27 08:04:41","18","20","2015-10-27 08:04:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 07:54:41","2015-10-27 08:04:41","7","9","2015-10-27 08:04:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 07:54:41","2015-10-27 08:04:41","227","33","2015-10-27 08:04:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 08:04:41","2015-10-27 08:14:41","55","15","2015-10-27 08:14:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 08:04:41","2015-10-27 08:14:41","6","16","2015-10-27 08:14:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 08:04:41","2015-10-27 08:14:41","17","64","2015-10-27 08:14:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 08:04:41","2015-10-27 08:14:41","85","55","2015-10-27 08:14:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 08:14:41","2015-10-27 08:24:41","32","66","2015-10-27 08:24:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 08:14:41","2015-10-27 08:24:41","44","13","2015-10-27 08:24:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 08:14:41","2015-10-27 08:24:41","6","44","2015-10-27 08:24:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 08:14:41","2015-10-27 08:24:41","7","9","2015-10-27 08:24:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 08:24:41","2015-10-27 08:34:41","38","15","2015-10-27 08:34:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 08:24:41","2015-10-27 08:34:41","7","21","2015-10-27 08:34:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 08:24:41","2015-10-27 08:34:41","21","42","2015-10-27 08:34:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 08:24:41","2015-10-27 08:34:41","23","56","2015-10-27 08:34:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 08:34:41","2015-10-27 08:44:41","50","24","2015-10-27 08:44:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 08:34:41","2015-10-27 08:44:41","50","53","2015-10-27 08:44:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 08:34:41","2015-10-27 08:44:41","15","29","2015-10-27 08:44:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 08:34:41","2015-10-27 08:44:41","22","64","2015-10-27 08:44:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 08:44:41","2015-10-27 08:54:41","21","41","2015-10-27 08:54:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 08:44:41","2015-10-27 08:54:41","23","53","2015-10-27 08:54:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 08:44:41","2015-10-27 08:54:41","7","49","2015-10-27 08:54:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 08:44:41","2015-10-27 08:54:41","49","9","2015-10-27 08:54:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 08:54:41","2015-10-27 09:04:41","8","39","2015-10-27 09:04:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 08:54:41","2015-10-27 09:04:41","12","25","2015-10-27 09:04:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 08:54:41","2015-10-27 09:04:41","26","17","2015-10-27 09:04:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 08:54:41","2015-10-27 09:04:41","12","26","2015-10-27 09:04:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 09:04:41","2015-10-27 09:14:41","66","16","2015-10-27 09:14:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 09:04:41","2015-10-27 09:14:41","22","25","2015-10-27 09:14:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 09:04:41","2015-10-27 09:14:41","56","4","2015-10-27 09:14:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 09:04:41","2015-10-27 09:14:41","6","34","2015-10-27 09:14:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 09:14:41","2015-10-27 09:24:41","61","25","2015-10-27 09:24:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 09:14:41","2015-10-27 09:24:41","26","35","2015-10-27 09:24:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 09:14:41","2015-10-27 09:24:41","13","34","2015-10-27 09:24:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 09:14:41","2015-10-27 09:24:41","12","52","2015-10-27 09:24:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 09:24:41","2015-10-27 09:34:41","54","9","2015-10-27 09:34:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 09:24:41","2015-10-27 09:34:41","6","29","2015-10-27 09:34:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 09:24:41","2015-10-27 09:34:41","22","18","2015-10-27 09:34:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 09:24:41","2015-10-27 09:34:41","82","70","2015-10-27 09:34:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 09:34:41","2015-10-27 09:44:41","14","25","2015-10-27 09:44:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 09:34:41","2015-10-27 09:44:41","64","24","2015-10-27 09:44:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 09:34:41","2015-10-27 09:44:41","28","36","2015-10-27 09:44:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 09:34:41","2015-10-27 09:44:41","27","53","2015-10-27 09:44:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 09:44:41","2015-10-27 09:54:41","63","33","2015-10-27 09:54:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 09:44:41","2015-10-27 09:54:41","5","18","2015-10-27 09:54:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 09:44:41","2015-10-27 09:54:41","30","6","2015-10-27 09:54:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 09:44:41","2015-10-27 09:54:41","17","47","2015-10-27 09:54:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 09:54:41","2015-10-27 10:04:41","57","13","2015-10-27 10:04:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 09:54:41","2015-10-27 10:04:41","13","42","2015-10-27 10:04:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 09:54:41","2015-10-27 10:04:41","43","32","2015-10-27 10:04:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 09:54:41","2015-10-27 10:04:41","106","86","2015-10-27 10:04:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 10:04:41","2015-10-27 10:14:41","33","7","2015-10-27 10:14:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 10:04:41","2015-10-27 10:14:41","145","67","2015-10-27 10:14:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 10:04:41","2015-10-27 10:14:41","43","58","2015-10-27 10:14:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 10:04:41","2015-10-27 10:14:41","21","41","2015-10-27 10:14:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 10:14:41","2015-10-27 10:24:41","41","53","2015-10-27 10:24:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 10:14:41","2015-10-27 10:24:41","61","22","2015-10-27 10:24:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 10:14:41","2015-10-27 10:24:41","42","36","2015-10-27 10:24:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 10:14:41","2015-10-27 10:24:41","248","89","2015-10-27 10:24:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 10:24:41","2015-10-27 10:34:41","53","12","2015-10-27 10:34:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 10:24:41","2015-10-27 10:34:41","23","27","2015-10-27 10:34:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 10:24:41","2015-10-27 10:34:41","29","51","2015-10-27 10:34:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 10:24:41","2015-10-27 10:34:41","121","108","2015-10-27 10:34:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 10:34:41","2015-10-27 10:44:41","186","106","2015-10-27 10:44:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 10:34:41","2015-10-27 10:44:41","55","51","2015-10-27 10:44:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 10:34:41","2015-10-27 10:44:41","34","15","2015-10-27 10:44:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 10:34:41","2015-10-27 10:44:41","17","31","2015-10-27 10:44:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 10:44:41","2015-10-27 10:54:41","56","12","2015-10-27 10:54:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 10:44:41","2015-10-27 10:54:41","31","43","2015-10-27 10:54:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 10:44:41","2015-10-27 10:54:41","29","34","2015-10-27 10:54:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 10:44:41","2015-10-27 10:54:41","60","182","2015-10-27 10:54:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 10:54:41","2015-10-27 11:04:41","25","45","2015-10-27 11:04:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 10:54:41","2015-10-27 11:04:41","89","14","2015-10-27 11:04:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 10:54:41","2015-10-27 11:04:41","82","55","2015-10-27 11:04:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 10:54:41","2015-10-27 11:04:41","270","175","2015-10-27 11:04:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 11:04:41","2015-10-27 11:14:41","100","27","2015-10-27 11:14:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 11:04:41","2015-10-27 11:14:41","160","142","2015-10-27 11:14:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 11:04:41","2015-10-27 11:14:41","73","31","2015-10-27 11:14:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 11:04:41","2015-10-27 11:14:41","33","46","2015-10-27 11:14:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 11:14:41","2015-10-27 11:24:41","54","23","2015-10-27 11:24:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 11:14:41","2015-10-27 11:24:41","24","64","2015-10-27 11:24:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 11:14:41","2015-10-27 11:24:41","133","154","2015-10-27 11:24:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 11:14:41","2015-10-27 11:24:41","30","48","2015-10-27 11:24:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 11:24:41","2015-10-27 11:34:41","87","21","2015-10-27 11:34:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 11:24:41","2015-10-27 11:34:41","16","36","2015-10-27 11:34:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 11:24:41","2015-10-27 11:34:41","23","54","2015-10-27 11:34:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 11:24:41","2015-10-27 11:34:41","78","111","2015-10-27 11:34:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 11:34:41","2015-10-27 11:44:41","67","14","2015-10-27 11:44:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 11:34:41","2015-10-27 11:44:41","27","74","2015-10-27 11:44:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 11:34:41","2015-10-27 11:44:41","94","115","2015-10-27 11:44:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 11:34:41","2015-10-27 11:44:41","19","42","2015-10-27 11:44:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 11:44:41","2015-10-27 11:54:41","155","74","2015-10-27 11:54:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 11:44:41","2015-10-27 11:54:41","52","60","2015-10-27 11:54:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 11:44:41","2015-10-27 11:54:41","104","32","2015-10-27 11:54:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 11:44:41","2015-10-27 11:54:41","46","27","2015-10-27 11:54:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 11:54:41","2015-10-27 12:04:41","112","39","2015-10-27 12:04:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 11:54:41","2015-10-27 12:04:41","93","70","2015-10-27 12:04:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 11:54:41","2015-10-27 12:04:41","38","70","2015-10-27 12:04:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 11:54:41","2015-10-27 12:04:41","58","45","2015-10-27 12:04:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 12:04:41","2015-10-27 12:14:41","128","33","2015-10-27 12:14:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 12:04:41","2015-10-27 12:14:41","89","67","2015-10-27 12:14:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 12:04:41","2015-10-27 12:14:41","41","85","2015-10-27 12:14:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 12:04:41","2015-10-27 12:14:41","73","71","2015-10-27 12:14:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 12:14:41","2015-10-27 12:24:41","98","73","2015-10-27 12:24:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 12:14:41","2015-10-27 12:24:41","66","77","2015-10-27 12:24:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 12:14:41","2015-10-27 12:24:41","65","98","2015-10-27 12:24:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 12:14:41","2015-10-27 12:24:41","141","48","2015-10-27 12:24:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 12:24:41","2015-10-27 12:34:41","125","107","2015-10-27 12:34:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 12:24:41","2015-10-27 12:34:41","65","110","2015-10-27 12:34:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 12:24:41","2015-10-27 12:34:41","72","80","2015-10-27 12:34:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 12:24:41","2015-10-27 12:34:41","82","78","2015-10-27 12:34:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 12:34:41","2015-10-27 12:44:41","70","86","2015-10-27 12:44:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 12:34:41","2015-10-27 12:44:41","82","88","2015-10-27 12:44:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 12:34:41","2015-10-27 12:44:41","70","58","2015-10-27 12:44:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 12:34:41","2015-10-27 12:44:41","141","131","2015-10-27 12:44:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 12:44:41","2015-10-27 12:54:41","104","109","2015-10-27 12:54:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 12:44:41","2015-10-27 12:54:41","99","58","2015-10-27 12:54:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 12:44:41","2015-10-27 12:54:41","70","110","2015-10-27 12:54:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 12:44:41","2015-10-27 12:54:41","86","98","2015-10-27 12:54:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 12:54:41","2015-10-27 13:04:41","130","95","2015-10-27 13:04:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 12:54:41","2015-10-27 13:04:41","100","118","2015-10-27 13:04:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 12:54:41","2015-10-27 13:04:41","84","91","2015-10-27 13:04:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 12:54:41","2015-10-27 13:04:41","66","87","2015-10-27 13:04:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 13:04:41","2015-10-27 13:14:41","131","124","2015-10-27 13:14:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 13:04:41","2015-10-27 13:14:41","64","90","2015-10-27 13:14:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 13:04:41","2015-10-27 13:14:41","141","82","2015-10-27 13:14:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 13:04:41","2015-10-27 13:14:41","58","51","2015-10-27 13:14:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 13:14:41","2015-10-27 13:24:41","58","52","2015-10-27 13:24:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 13:14:41","2015-10-27 13:24:41","81","63","2015-10-27 13:24:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 13:14:41","2015-10-27 13:24:41","125","116","2015-10-27 13:24:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 13:14:41","2015-10-27 13:24:41","74","92","2015-10-27 13:24:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 13:24:41","2015-10-27 13:34:41","54","57","2015-10-27 13:34:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 13:24:41","2015-10-27 13:34:41","48","80","2015-10-27 13:34:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 13:24:41","2015-10-27 13:34:41","149","156","2015-10-27 13:34:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 13:24:41","2015-10-27 13:34:41","59","55","2015-10-27 13:34:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 13:34:41","2015-10-27 13:44:41","89","81","2015-10-27 13:44:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 13:34:41","2015-10-27 13:44:41","40","85","2015-10-27 13:44:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 13:34:41","2015-10-27 13:44:41","46","57","2015-10-27 13:44:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 13:34:41","2015-10-27 13:44:41","197","107","2015-10-27 13:44:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 13:44:41","2015-10-27 13:54:41","128","79","2015-10-27 13:54:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 13:44:41","2015-10-27 13:54:41","54","27","2015-10-27 13:54:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 13:44:41","2015-10-27 13:54:41","157","102","2015-10-27 13:54:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 13:44:41","2015-10-27 13:54:41","78","94","2015-10-27 13:54:41"
"18","¿≤∞Ó∑Œ3±Ê 50 (¥ˆº∫ø©∞Ì)","","2015-10-27 13:54:41","2015-10-27 14:04:41","188","150","2015-10-27 14:04:41"
"27","∫œ√Ã∑Œ5∞°±Ê 38 (»≠µø 72)","","2015-10-27 13:54:41","2015-10-27 14:04:41","91","89","2015-10-27 14:04:41"
"22","∞Ëµø±Ê 69 (∞°»∏µø 65-2)","","2015-10-27 13:54:41","2015-10-27 14:04:41","41","65","2015-10-27 14:04:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 13:54:41","2015-10-27 14:04:41","149","131","2015-10-27 14:04:41"
"28","∫œ√Ã∑Œ11±Ê 1 (∞°»∏µø 64-1)","","2015-10-27 14:04:41","2015-10-27 14:14:41","188","52","2015-10-27 14:14:41"
